0.000000e+00	0.000000e+00	0.000000e+00	-2.000000e+03	2.500000e-01	1.130000e+01	2.073800e-01	1.000000e+00	0.000000e+00	1
5.000000e+02	7.341528e+01	2.841908e+02	3.471999e-02	3.557889e-01	1.061806e+01	2.587580e-01	-8.055367e+01	1.212776e+02	2
1.000000e+03	8.637566e+01	2.818663e+02	4.172551e-01	3.083056e-01	1.062887e+01	3.436651e-01	-8.055367e+01	1.203437e+02	3
1.500000e+03	8.597568e+01	2.807714e+02	3.531883e-01	3.204357e-01	1.063996e+01	3.132275e-01	-8.055367e+01	1.199994e+02	4
2.000000e+03	8.611067e+01	2.808854e+02	3.598537e-01	3.209465e-01	1.065091e+01	3.104448e-01	-8.055367e+01	1.200214e+02	5
2.500000e+03	8.612567e+01	2.808985e+02	3.602140e-01	3.215523e-01	1.066174e+01	3.081109e-01	-8.055367e+01	1.200272e+02	6
3.000000e+03	8.613567e+01	2.808944e+02	3.606100e-01	3.218251e-01	1.067250e+01	3.068875e-01	-8.055367e+01	1.200304e+02	7
3.500000e+03	8.612067e+01	2.808806e+02	3.610795e-01	3.219705e-01	1.068319e+01	3.062047e-01	-8.055367e+01	1.200305e+02	8
4.000000e+03	8.610067e+01	2.808626e+02	3.613337e-01	3.220514e-01	1.069383e+01	3.058462e-01	-8.055367e+01	1.200287e+02	9
4.500000e+03	8.607567e+01	2.808429e+02	3.614929e-01	3.220961e-01	1.070444e+01	3.056973e-01	-8.055367e+01	1.200258e+02	10
5.000000e+03	8.604067e+01	2.808225e+02	3.616071e-01	3.221179e-01	1.071501e+01	3.056930e-01	-8.055367e+01	1.200220e+02	11
5.500000e+03	8.600567e+01	2.808017e+02	3.616964e-01	3.221235e-01	1.072555e+01	3.057933e-01	-8.055367e+01	1.200177e+02	12
6.000000e+03	8.596567e+01	2.807807e+02	3.617690e-01	3.221163e-01	1.073606e+01	3.059728e-01	-8.055367e+01	1.200129e+02	13
6.500000e+03	8.593067e+01	2.807597e+02	3.618280e-01	3.220981e-01	1.074655e+01	3.062147e-01	-8.055367e+01	1.200079e+02	14
7.000000e+03	8.589066e+01	2.807388e+02	3.618737e-01	3.220696e-01	1.075702e+01	3.065078e-01	-8.055367e+01	1.200027e+02	15
7.500000e+03	8.584566e+01	2.807179e+02	3.619053e-01	3.220308e-01	1.076746e+01	3.068448e-01	-8.055367e+01	1.199973e+02	16
8.000000e+03	8.580566e+01	2.806970e+02	3.619208e-01	3.219816e-01	1.077789e+01	3.072210e-01	-8.055367e+01	1.199917e+02	17
8.500000e+03	8.576566e+01	2.806762e+02	3.619180e-01	3.219215e-01	1.078830e+01	3.076332e-01	-8.055367e+01	1.199860e+02	18
9.000000e+03	8.572566e+01	2.806555e+02	3.618944e-01	3.218500e-01	1.079869e+01	3.080789e-01	-8.055367e+01	1.199802e+02	19
9.500000e+03	8.567566e+01	2.806405e+02	3.618481e-01	3.217671e-01	1.080906e+01	3.085561e-01	-8.055367e+01	1.199744e+02	20
1.000000e+04	8.563566e+01	2.806321e+02	3.617776e-01	3.216727e-01	1.081942e+01	3.090625e-01	-8.055367e+01	1.199685e+02	21
1.050000e+04	8.559566e+01	2.806231e+02	3.616825e-01	3.215677e-01	1.082976e+01	3.095955e-01	-8.055367e+01	1.199625e+02	22
1.100000e+04	8.555066e+01	2.806136e+02	3.615637e-01	3.214529e-01	1.084009e+01	3.101518e-01	-8.055367e+01	1.199564e+02	23
1.150000e+04	8.551066e+01	2.806036e+02	3.614229e-01	3.213297e-01	1.085041e+01	3.107278e-01	-8.055367e+01	1.199504e+02	24
1.200000e+04	8.547066e+01	2.805933e+02	3.612631e-01	3.211996e-01	1.086070e+01	3.113199e-01	-8.055367e+01	1.199443e+02	25
1.250000e+04	8.543066e+01	2.805827e+02	3.610874e-01	3.210640e-01	1.087099e+01	3.119247e-01	-8.055367e+01	1.199381e+02	26
1.300000e+04	8.538566e+01	2.805719e+02	3.608988e-01	3.209238e-01	1.088126e+01	3.125398e-01	-8.055367e+01	1.199320e+02	27
1.350000e+04	8.534566e+01	2.805609e+02	3.606997e-01	3.207796e-01	1.089152e+01	3.131638e-01	-8.055367e+01	1.199258e+02	28
1.400000e+04	8.530566e+01	2.805496e+02	3.604909e-01	3.206313e-01	1.090176e+01	3.137965e-01	-8.055367e+01	1.199196e+02	29
1.450000e+04	8.526565e+01	2.805382e+02	3.602723e-01	3.204784e-01	1.091200e+01	3.144387e-01	-8.055367e+01	1.199135e+02	30
1.500000e+04	8.522565e+01	2.805265e+02	3.600423e-01	3.203197e-01	1.092221e+01	3.150923e-01	-8.055367e+01	1.199073e+02	31
1.550000e+04	8.519065e+01	2.805147e+02	3.597979e-01	3.201538e-01	1.093242e+01	3.157600e-01	-8.055367e+01	1.199010e+02	32
1.600000e+04	8.515065e+01	2.805027e+02	3.595354e-01	3.199788e-01	1.094262e+01	3.164450e-01	-8.055367e+01	1.198948e+02	33
1.650000e+04	8.511065e+01	2.804905e+02	3.592499e-01	3.197926e-01	1.095280e+01	3.171513e-01	-8.055367e+01	1.198885e+02	34
1.700000e+04	8.507065e+01	2.804780e+02	3.589362e-01	3.195932e-01	1.096297e+01	3.178827e-01	-8.055367e+01	1.198823e+02	35
1.750000e+04	8.503565e+01	2.804653e+02	3.585884e-01	3.193782e-01	1.097313e+01	3.186434e-01	-8.055367e+01	1.198760e+02	36
1.800000e+04	8.499565e+01	2.804523e+02	3.582008e-01	3.191458e-01	1.098328e+01	3.194372e-01	-8.055367e+01	1.198696e+02	37
1.850000e+04	8.495565e+01	2.804395e+02	3.577679e-01	3.188942e-01	1.099342e+01	3.202673e-01	-8.055367e+01	1.198633e+02	38
1.900000e+04	8.492065e+01	2.804255e+02	3.572848e-01	3.186224e-01	1.100355e+01	3.211360e-01	-8.055367e+01	1.198569e+02	39
1.950000e+04	8.488065e+01	2.804117e+02	3.567481e-01	3.183299e-01	1.101366e+01	3.220441e-01	-8.055367e+01	1.198504e+02	40
2.000000e+04	8.484565e+01	2.803976e+02	3.561558e-01	3.180172e-01	1.102377e+01	3.229909e-01	-8.055367e+01	1.198440e+02	41
2.050000e+04	8.480565e+01	2.803834e+02	3.555082e-01	3.176856e-01	1.103387e+01	3.239741e-01	-8.055367e+01	1.198375e+02	42
2.100000e+04	8.477065e+01	2.803690e+02	3.548078e-01	3.173374e-01	1.104395e+01	3.249897e-01	-8.055367e+01	1.198310e+02	43
2.150000e+04	8.473065e+01	2.803545e+02	3.540590e-01	3.169751e-01	1.105403e+01	3.260328e-01	-8.055367e+01	1.198245e+02	44
2.200000e+04	8.469565e+01	2.803399e+02	3.532678e-01	3.166015e-01	1.106409e+01	3.270983e-01	-8.055367e+01	1.198180e+02	45
2.250000e+04	8.465565e+01	2.803253e+02	3.524405e-01	3.162190e-01	1.107414e+01	3.281819e-01	-8.055367e+01	1.198115e+02	46
2.300000e+04	8.462065e+01	2.803107e+02	3.515830e-01	3.158297e-01	1.108419e+01	3.292803e-01	-8.055367e+01	1.198050e+02	47
2.350000e+04	8.458565e+01	2.802961e+02	3.506997e-01	3.154345e-01	1.109422e+01	3.303921e-01	-8.055367e+01	1.197986e+02	48
2.400000e+04	8.455065e+01	2.802816e+02	3.497931e-01	3.150337e-01	1.110424e+01	3.315174e-01	-8.055367e+01	1.197921e+02	49
2.450000e+04	8.451565e+01	2.802671e+02	3.488635e-01	3.146267e-01	1.111425e+01	3.326581e-01	-8.055367e+01	1.197856e+02	50
2.500000e+04	8.448065e+01	2.802526e+02	3.479090e-01	3.142122e-01	1.112426e+01	3.338174e-01	-8.055367e+01	1.197792e+02	51
2.550000e+04	8.444565e+01	2.802381e+02	3.469260e-01	3.137885e-01	1.113425e+01	3.349997e-01	-8.055367e+01	1.197727e+02	52
2.600000e+04	8.441065e+01	2.802236e+02	3.459092e-01	3.133533e-01	1.114423e+01	3.362103e-01	-8.055367e+01	1.197663e+02	53
2.650000e+04	8.437565e+01	2.802090e+02	3.448520e-01	3.129040e-01	1.115420e+01	3.374549e-01	-8.055367e+01	1.197598e+02	54
2.700000e+04	8.434065e+01	2.801942e+02	3.437468e-01	3.124380e-01	1.116416e+01	3.387400e-01	-8.055367e+01	1.197534e+02	55
2.750000e+04	8.430565e+01	2.801794e+02	3.425852e-01	3.119524e-01	1.117410e+01	3.400721e-01	-8.055367e+01	1.197469e+02	56
2.800000e+04	8.427064e+01	2.801643e+02	3.413580e-01	3.114441e-01	1.118404e+01	3.414582e-01	-8.055367e+01	1.197404e+02	57
2.850000e+04	8.423564e+01	2.801490e+02	3.400556e-01	3.109103e-01	1.119397e+01	3.429056e-01	-8.055367e+01	1.197339e+02	58
2.900000e+04	8.420564e+01	2.801336e+02	3.386680e-01	3.103477e-01	1.120389e+01	3.444220e-01	-8.055367e+01	1.197273e+02	59
2.950000e+04	8.417064e+01	2.801176e+02	3.371840e-01	3.097530e-01	1.121381e+01	3.460159e-01	-8.055367e+01	1.197207e+02	60
3.000000e+04	8.413564e+01	2.801014e+02	3.355913e-01	3.091221e-01	1.122371e+01	3.476974e-01	-8.055367e+01	1.197140e+02	61
3.050000e+04	8.410064e+01	2.800848e+02	3.338758e-01	3.084504e-01	1.123360e+01	3.494793e-01	-8.055367e+01	1.197072e+02	62
